
 #		  Xp (m)		Yp (m)		  Zp (m)			ap (rad)			  Xq (m)			 Yq (m)				  Zq (m)			aq (rad)			 Sq (m)				Cp (m)				Cq (m)			    deltaCKarney (m)

1 	  5131208.2449176284000000000 	  0 	  3775613.8915399341000000000 	  3.0739764195363861000 	  4240589.4160194201000000000 	  427927.8436575536600000000 	 -4729078.9154009670000000000 	  3.0601609718260558000 	  9398502.0434687007000000000 	  346688.6625211534600000000 	  346688.6625211545600000000 	  0.0000000011059455574 
2 	  2911978.9876772258000000000 	  0 	  5655567.5373313278000000000 	  2.0782424189442046000 	  2143491.4695163467000000000 	  5460355.4937919509000000000 	 -2495719.5464807870000000000 	  2.6928181348618079000 	  11254667.2007643000000000000 	  2545035.9138759654000000000 	  2545035.9138759659000000000 	  0.0000000004656612873 
3 	  6370128.0272602867000000000 	  0 	  318460.3703608652000000000 	  0.4845661095579780200 	  2679075.4230226320000000000 	  2634615.9257722413000000000 	  5136552.2842354532000000000 	  0.9103547797624114100 	  6958264.1576888999000000000 	  2967361.4711809163000000000 	  2967361.4711809168000000000 	  0.0000000004656612873 
4 	  6146361.7870290186000000000 	  0 	  1698068.1581619193000000000 	  2.8850452075551378000 	 -4047974.7387445075000000000 	  947350.9009916296900000000 	 -4820832.8716340708000000000 	  0.3845489324954239900 	  16063336.6980200000000000000 	  1559593.2841392988000000000 	  1559593.2841392986000000000 	 -0.0000000002328306437 
5 	  6321650.5541015528000000000 	  0 	  844134.7895450957600000000 	  2.6367486181498796000 	 -1110119.5825796211000000000 	  2956379.7960735345000000000 	 -5522908.0218122825000000000 	  1.3180429100786670000 	  11865846.7919420990000000000 	  3057598.6547170710000000000 	  3057598.6547170705000000000 	 -0.0000000004656612873 
6 	  5192734.3072985373000000000 	  0 	  3691113.7801477253000000000 	  1.0777065657017912000 	 -5073512.1495755427000000000 	  3662218.9784272960000000000 	 -1232082.5750431283000000000 	  2.3217725185265206000 	  15515045.5974820000000000000 	  4574147.3805097658000000000 	  4574147.3805097677000000000 	  0.0000000018626451492 
7 	  2636477.3287998405000000000 	  0 	  5788248.4397053421000000000 	  3.0887289923449992000 	  6328951.8608820466000000000 	  320159.4714920916000000000 	 -720416.5788583316600000000 	  3.1196076162144211000 	  8009999.3798374999000000000 	  139308.9385421669000000000 	  139308.9385421674500000000 	  0.0000000005529727787 
8 	  5498446.4839343326000000000 	  0 	  3221455.7052261601000000000 	  1.5004832057113771000 	 -2437205.9422748196000000000 	  5812305.0487829708000000000 	 -975375.3827495758900000000 	  2.0858779635591436000 	  12687461.9412960000000000000 	  5484860.1018349519000000000 	  5484860.1018349519000000000 	  0.0000000000000000000 
9 	  5569952.9109074129000000000 	  0 	  3097033.0177476117000000000 	  0.1446178460862734800 	 -5478008.4854660844000000000 	  796529.2929097010100000000 	  3157594.0571265267000000000 	  2.9960713697978671000 	  13404610.3533163000000000000 	  802709.7289605831000000000 	  802709.7289605841500000000 	  0.0000000010477378964 
10 	  6356548.7905571861000000000 	  0 	  522569.2789992485800000000 	  2.1759107998455112000 	 -3831286.0740869851000000000 	  4043008.5461790250000000000 	 -3096985.6047470709000000000 	  1.2184863337948397000 	  14430782.9853097000000000000 	  5227860.8179475581000000000 	  5227860.8179475581000000000 	  0.0000000000000000000 
